"","experiment","method","missingness","noise","iteration","dir","file_name","median_r2","mean_r2","sd_r2","n_genes","n_methylation","n_cnv","n_edges","n_intra_edges","n_inter_edges","edge_density","clustering","betweenness_t200","time","recall_reference","precision_reference","f1_score_reference","fp_reference","fn_reference","tp_reference","r2mw.p.value_reference","recall_stability","precision_stability","f1_score_stability","fp_stability","fn_stability","tp_stability","r2mw.p.value_stability"
"318","so","hmlasso_so","0.5","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_so_experiment_noise_0_missing_0.5_iteration_1.csv","0.163589131370166","7431.7907212993","240711.84124783","5031","0","0","9946","9946","0","0.000393030408287702","0.0693680631936806",NA,NA,"0.353327608415629","0.827367786044641","0.495185942953424","1717","15061","8229","0","0.274668540355594","0.903981500100543","0.421321462043112","955","23743","8991","0"
"618","so","hmlasso_so","0.5","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_so_experiment_noise_0_missing_0.5_iteration_2.csv","0.167308491578111","374.966574548384","14022.9805558889","4901","0","0","9806","9806","0","0.000408329828564766","0.0704873669035636",NA,NA,"0.347617003005582","0.825616969202529","0.489243413101281","1710","15194","8096","0","0.272866133072646","0.910870895370182","0.419934179595675","874","23802","8932","0"
"918","so","hmlasso_so","0.5","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_so_experiment_noise_0_missing_0.5_iteration_3.csv","0.164432505579329","14678.954471749","428779.876069656","4936","0","0","9868","9868","0","0.000405104281100005","0.0606045224982869",NA,NA,"0.347101760412194","0.819213619781111","0.487604801254599","1784","15206","8084","0","0.271399767825503","0.900283745439805","0.417069621144547","984","23850","8884","0"
"1219","so","hmlasso_so","0.5","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_so_experiment_noise_0_missing_0.5_iteration_4.csv","0.16653791129733","8124.27099453025","306969.534348936","4967","0","0","10000","10000","0","0.000405414357392702","0.0628630863289277",NA,NA,"0.354443967367969","0.8255","0.495944728146591","1745","15035","8255","0","0.277326327366041","0.9078","0.424860766602705","922","23656","9078","0"
"1517","so","hmlasso_so","0.5","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_so_experiment_noise_0_missing_0.5_iteration_5.csv","0.166028879545766","14230.3553851151","366213.335699613","4915","0","0","9855","9855","0","0.000408035504678434","0.0650072985352595",NA,NA,"0.348346930012881","0.823236935565703","0.489545934530095","1742","15177","8113","0","0.27207185189711","0.903703703703704","0.418230059405011","949","23828","8906","0"
"166","sor","hmlasso_sor","0","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_sor_experiment_noise_0_missing_0_iteration_1.csv","0.307105555795108","0.328237205830311","0.14722335188147","7053","0","0","23290","23290","0","0.000468255946247354","0.0872151320232192",NA,NA,"1","1","1","0","0","23290","1","0.658947882935174","0.926148561614427","0.770027131229473","1720","11164","21570","3.92239670108206e-08"
"419","sor","hmlasso_sor","0","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_sor_experiment_noise_0_missing_0_iteration_2.csv","0.307105555795108","0.328237205830311","0.14722335188147","7053","0","0","23290","23290","0","0.000468255946247354","0.0872151320232192",NA,NA,"1","1","1","0","0","23290","1","0.658947882935174","0.926148561614427","0.770027131229473","1720","11164","21570","3.92239670108206e-08"
"719","sor","hmlasso_sor","0","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_sor_experiment_noise_0_missing_0_iteration_3.csv","0.307105555795108","0.328237205830311","0.14722335188147","7053","0","0","23290","23290","0","0.000468255946247354","0.0872151320232192",NA,NA,"1","1","1","0","0","23290","1","0.658947882935174","0.926148561614427","0.770027131229473","1720","11164","21570","3.92239670108206e-08"
"1019","sor","hmlasso_sor","0","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_sor_experiment_noise_0_missing_0_iteration_4.csv","0.307105555795108","0.328237205830311","0.14722335188147","7053","0","0","23290","23290","0","0.000468255946247354","0.0872151320232192",NA,NA,"1","1","1","0","0","23290","1","0.658947882935174","0.926148561614427","0.770027131229473","1720","11164","21570","3.92239670108206e-08"
"1319","sor","hmlasso_sor","0","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_sor_experiment_noise_0_missing_0_iteration_5.csv","0.307105555795108","0.328237205830311","0.14722335188147","7053","0","0","23290","23290","0","0.000468255946247354","0.0872151320232192",NA,NA,"1","1","1","0","0","23290","1","0.658947882935174","0.926148561614427","0.770027131229473","1720","11164","21570","3.92239670108206e-08"
"220","sor","hmlasso_sor","0.1","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_sor_experiment_noise_0_missing_0.1_iteration_1.csv","0.312183741076437","0.331335535417405","0.149090855672648","7019","0","0","23170","23170","0","0.000470367630976475","0.0854637059152827",NA,NA,"0.943065693430657","0.947949935261113","0.945501506672406","1206","1326","21964","0.0460052539460678","0.651768803079367","0.92080276219249","0.763272753291357","1835","11399","21335","0.000854994404958997"
"519","sor","hmlasso_sor","0.1","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_sor_experiment_noise_0_missing_0.1_iteration_2.csv","0.310325160208355","0.329919704698845","0.147677386873804","7038","0","0","23154","23154","0","0.000467508181393174","0.0860233481172753",NA,NA,"0.948175182481752","0.95374449339207","0.95095168374817","1071","1207","22083","0.232628839206406","0.65378505529419","0.924289539604388","0.765853134841111","1753","11333","21401","2.64024104022101e-05"
"819","sor","hmlasso_sor","0.1","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_sor_experiment_noise_0_missing_0.1_iteration_3.csv","0.312414211897875","0.331681665612443","0.14895923170909","7017","0","0","23259","23259","0","0.000472443612669606","0.0882900325182191",NA,NA,"0.940918849291541","0.942172922309644","0.941545468216288","1345","1376","21914","0.0199591618544981","0.653174069774546","0.919257061782536","0.763702605682853","1878","11353","21381","0.00218555504130109"
"1121","sor","hmlasso_sor","0.1","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_sor_experiment_noise_0_missing_0.1_iteration_4.csv","0.30895377753521","0.328325613571407","0.147730903333538","7070","0","0","23271","23271","0","0.000465626458771819","0.085603059691299",NA,NA,"0.94963503649635","0.950410382020541","0.950022551062048","1154","1173","22117","0.994143421350743","0.656167898820798","0.92299428473207","0.767038657262744","1792","11255","21479","3.38973123361904e-08"
"1419","sor","hmlasso_sor","0.1","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_sor_experiment_noise_0_missing_0.1_iteration_5.csv","0.308065612735795","0.328231751223427","0.148036187805446","7022","0","0","23316","23316","0","0.000472927151734364","0.0867483250441859",NA,NA,"0.955088020609704","0.954022988505747","0.954555207484015","1072","1046","22244","0.895453708486666","0.65732877130812","0.922842683136044","0.767778768956289","1799","11217","21517","1.87500568241523e-08"
"319","sor","hmlasso_sor","0.5","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_sor_experiment_noise_0_missing_0.5_iteration_1.csv","0.342750533760592","0.353521723708173","0.152254940067498","7050","0","0","23000","23000","0","0.000462819030716092","0.0851161315335002",NA,NA,"0.841176470588235","0.851782608695652","0.846446316699071","3409","3699","19591","2.69413509709515e-71","0.617767458911224","0.879217391304348","0.725661176301719","2778","12512","20222","3.02671834421851e-40"
"619","sor","hmlasso_sor","0.5","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_sor_experiment_noise_0_missing_0.5_iteration_2.csv","0.321352303003376","0.33637632444446","0.14786685143974","6910","0","0","22244","22244","0","0.000465928897038386","0.0853819429174546",NA,NA,"0.838170888793474","0.877584966732602","0.857425220714192","2723","3769","19521","1.83709216333245e-09","0.620608541577565","0.913279985614098","0.739022881880025","1929","12419","20315","0.390213543314061"
"919","sor","hmlasso_sor","0.5","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_sor_experiment_noise_0_missing_0.5_iteration_3.csv","0.33036524925173","0.34475903817844","0.150203641508522","6997","0","0","22653","22653","0","0.000462768777895746","0.0838160649250093",NA,NA,"0.832632030914556","0.856045556879883","0.844176479550748","3261","3898","19392","2.30195738331704e-32","0.616209445836134","0.890433938109743","0.728365862025385","2482","12563","20171","2.68372367349199e-12"
"1220","sor","hmlasso_sor","0.5","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_sor_experiment_noise_0_missing_0.5_iteration_4.csv","0.324577654587891","0.338867681160397","0.150562259661863","6928","0","0","22018","22018","0","0.00045880147003175","0.0843439037105878",NA,NA,"0.827866036925719","0.875692615133073","0.851107972102057","2737","4009","19281","1.25856888509384e-13","0.610618928331399","0.907802706876192","0.730128579777908","2030","12746","19988","0.0191711736293919"
"1518","sor","hmlasso_sor","0.5","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","hmlasso_sor_experiment_noise_0_missing_0.5_iteration_5.csv","0.323207932022632","0.338007666827508","0.148836674031632","7001","0","0","22860","22860","0","0.00046646397453425","0.0850151913546741",NA,NA,"0.838127951910691","0.853893263342082","0.845937161430119","3340","3770","19520","4.71690656765244e-13","0.61856174008676","0.885739282589676","0.728423930639997","2612","12486","20248","0.042252630538078"
"167","mor","knnkimono_mor","0","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mor_experiment_noise_0_missing_0_iteration_1.csv","0.350668691404984","0.358799832260485","0.159005773082935","10775","7546","8191","58541","36053","22488","8.32897456828193e-05","0.116613730583069",NA,NA,"1","1","1","0","0","58541","1","0.869295702455511","0.896863432046536","0.882864416843578","6241","8160","54271","0.000370272471368928"
"420","mor","knnkimono_mor","0","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mor_experiment_noise_0_missing_0_iteration_2.csv","0.350668691404984","0.358799832260485","0.159005773082935","10775","7546","8191","58541","36053","22488","8.32897456828193e-05","0.116613730583069",NA,NA,"1","1","1","0","0","58541","1","0.869295702455511","0.896863432046536","0.882864416843578","6241","8160","54271","0.000370272471368928"
"720","mor","knnkimono_mor","0","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mor_experiment_noise_0_missing_0_iteration_3.csv","0.350668691404984","0.358799832260485","0.159005773082935","10775","7546","8191","58541","36053","22488","8.32897456828193e-05","0.116613730583069",NA,NA,"1","1","1","0","0","58541","1","0.869295702455511","0.896863432046536","0.882864416843578","6241","8160","54271","0.000370272471368928"
"1020","mor","knnkimono_mor","0","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mor_experiment_noise_0_missing_0_iteration_4.csv","0.350668691404984","0.358799832260485","0.159005773082935","10775","7546","8191","58541","36053","22488","8.32897456828193e-05","0.116613730583069",NA,NA,"1","1","1","0","0","58541","1","0.869295702455511","0.896863432046536","0.882864416843578","6241","8160","54271","0.000370272471368928"
"1320","mor","knnkimono_mor","0","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mor_experiment_noise_0_missing_0_iteration_5.csv","0.350668691404984","0.358799832260485","0.159005773082935","10775","7546","8191","58541","36053","22488","8.32897456828193e-05","0.116613730583069",NA,NA,"1","1","1","0","0","58541","1","0.869295702455511","0.896863432046536","0.882864416843578","6241","8160","54271","0.000370272471368928"
"221","mor","knnkimono_mor","0.1","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mor_experiment_noise_0_missing_0.1_iteration_1.csv","0.348977259880689","0.359723895373462","0.159133298474995","10813","7586","8164","58266","35845","22421","8.25804623129974e-05","0.116463591564235",NA,NA,"0.960506311815651","0.969482232452284","0.964973399691093","1770","2312","56229","0.298689292185045","0.861527125947046","0.894123514254842","0.877522718744392","6369","8645","53786","4.11874457925342e-06"
"520","mor","knnkimono_mor","0.1","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mor_experiment_noise_0_missing_0.1_iteration_2.csv","0.348044000464751","0.359383345279798","0.158329405284734","10723","7437","8080","57836","35713","22123","8.40015188710902e-05","0.115505716477335",NA,NA,"0.957106984848226","0.971393897364771","0.964197520241609","1650","2511","56030","0.429828543805691","0.858499783761272","0.896195970236602","0.876942962793285","6208","8834","53597","1.27014423920124e-05"
"820","mor","knnkimono_mor","0.1","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mor_experiment_noise_0_missing_0.1_iteration_3.csv","0.34952355033091","0.36035257553753","0.159588261376199","10738","7502","8061","58031","35828","22203","8.3894220795433e-05","0.116854249212299",NA,NA,"0.95727780529885","0.968427601223495","0.962820424713078","1827","2501","56040","0.125353952310028","0.860437923467508","0.894852573713143","0.877307877610015","6312","8713","53718","3.04375765217226e-07"
"1122","mor","knnkimono_mor","0.1","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mor_experiment_noise_0_missing_0.1_iteration_4.csv","0.346633437843376","0.357156367324659","0.157654277220656","10783","7502","8074","57752","35579","22173","8.31238490570272e-05","0.11525241251247",NA,NA,"0.95994260432859","0.974575977246714","0.967203944820702","1466","2345","56196","0.140677706342579","0.85958898624081","0.896928065249365","0.8778616588829","6167","8766","53665","0.0403215145307488"
"1420","mor","knnkimono_mor","0.1","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mor_experiment_noise_0_missing_0.1_iteration_5.csv","0.345102837996952","0.355888525304656","0.157352375941461","10760","7516","8151","57918","35686","22232","8.29343148627683e-05","0.115876169454904",NA,NA,"0.96274405971883","0.97520460955479","0.968934275448278","1433","2181","56360","0.00673287405396044","0.859893322227739","0.895868099592818","0.877512157247354","6240","8747","53684","0.433116818148299"
"320","mor","knnkimono_mor","0.5","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mor_experiment_noise_0_missing_0.5_iteration_1.csv","0.361267482580681","0.369554315393231","0.161747974884907","10795","7477","7977","58067","36043","22024","8.42792008250435e-05","0.116742174478115",NA,NA,"0.904477204010864","0.918042166585755","0.911209203472814","4727","5592","52949","2.47589184571802e-29","0.839887235508001","0.87736764607456","0.85821842137567","7329","9996","52435","7.65196850678268e-51"
"620","mor","knnkimono_mor","0.5","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mor_experiment_noise_0_missing_0.5_iteration_2.csv","0.339929733835998","0.352018428068862","0.156584517702818","10614","7152","7912","55142","34054","21088","8.36328772643345e-05","0.115010548661434",NA,NA,"0.888351753471926","0.940330892324383","0.91360258594944","3300","6536","52005","4.23612879239401e-12","0.815107879098525","0.888997589182768","0.850450811795476","6354","11543","50888","0.000414076467811526"
"920","mor","knnkimono_mor","0.5","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mor_experiment_noise_0_missing_0.5_iteration_3.csv","0.349327099556369","0.362961564446215","0.159240803171341","10686","7278","7923","56910","35305","21605","8.49262435944146e-05","0.115798287175181",NA,NA,"0.89175108043935","0.921371714996735","0.906319444444444","4455","6337","52204","1.15854072423677e-05","0.827185212474572","0.879761499148211","0.852663645144513","7058","10789","51642","1.45667641078217e-15"
"1221","mor","knnkimono_mor","0.5","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mor_experiment_noise_0_missing_0.5_iteration_4.csv","0.345563678041734","0.356011296114383","0.159006630189121","10796","7439","8103","56441","34537","21904","8.13664939343118e-05","0.115099153576468",NA,NA,"0.896089919885209","0.933466199263306","0.914396276734822","3739","6083","52458","0.00241713568598542","0.826656628918326","0.886265283692815","0.855423783595634","6623","10822","51609","0.646789600319184"
"1519","mor","knnkimono_mor","0.5","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mor_experiment_noise_0_missing_0.5_iteration_5.csv","0.348269623497649","0.357334730095006","0.156553006519633","10677","7291","7948","56959","35361","21598","8.48092400336301e-05","0.116341103393501",NA,NA,"0.896243658290771","0.922691381038637","0.909275241759384","4396","6074","52467","0.369996549143695","0.830564943697842","0.880072642101869","0.854602389781623","7066","10578","51853","0.00802438885694631"
"168","moran","knnkimono_moran","0","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_moran_experiment_noise_0_missing_0_iteration_1.csv","0.350668691404984","0.358799832260485","0.159005773082935","10775","7546","8191","58541","36053","22488","8.32897456828193e-05","0.116613730583069",NA,NA,"1","1","1","0","0","58541","1","0.869295702455511","0.896863432046536","0.882864416843578","6241","8160","54271","0.000370272471368928"
"421","moran","knnkimono_moran","0","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_moran_experiment_noise_0_missing_0_iteration_2.csv","0.350668691404984","0.358799832260485","0.159005773082935","10775","7546","8191","58541","36053","22488","8.32897456828193e-05","0.116613730583069",NA,NA,"1","1","1","0","0","58541","1","0.869295702455511","0.896863432046536","0.882864416843578","6241","8160","54271","0.000370272471368928"
"721","moran","knnkimono_moran","0","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_moran_experiment_noise_0_missing_0_iteration_3.csv","0.350668691404984","0.358799832260485","0.159005773082935","10775","7546","8191","58541","36053","22488","8.32897456828193e-05","0.116613730583069",NA,NA,"1","1","1","0","0","58541","1","0.869295702455511","0.896863432046536","0.882864416843578","6241","8160","54271","0.000370272471368928"
"1021","moran","knnkimono_moran","0","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_moran_experiment_noise_0_missing_0_iteration_4.csv","0.350668691404984","0.358799832260485","0.159005773082935","10775","7546","8191","58541","36053","22488","8.32897456828193e-05","0.116613730583069",NA,NA,"1","1","1","0","0","58541","1","0.869295702455511","0.896863432046536","0.882864416843578","6241","8160","54271","0.000370272471368928"
"1321","moran","knnkimono_moran","0","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_moran_experiment_noise_0_missing_0_iteration_5.csv","0.350668691404984","0.358799832260485","0.159005773082935","10775","7546","8191","58541","36053","22488","8.32897456828193e-05","0.116613730583069",NA,NA,"1","1","1","0","0","58541","1","0.869295702455511","0.896863432046536","0.882864416843578","6241","8160","54271","0.000370272471368928"
"222","moran","knnkimono_moran","0.1","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_moran_experiment_noise_0_missing_0.1_iteration_1.csv","0.345899956964987","0.356412754969211","0.158629564675624","10637","7289","7969","58039","36152","21887","8.65575314082561e-05","0.115816441318847",NA,NA,"0.950308330913377","0.960182260653446","0.95521978021978","2307","2909","55632","0.0128385696496084","0.856721820890263","0.891522485581892","0.873775781090463","6508","8945","53486","0.307760249406523"
"521","moran","knnkimono_moran","0.1","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_moran_experiment_noise_0_missing_0.1_iteration_2.csv","0.342842591007989","0.355873290265524","0.158188578119563","10638","7283","7930","57881","36083","21798","8.66160013713464e-05","0.115637171981105",NA,NA,"0.949334654344818","0.961006398063289","0.955134870371484","2255","2966","55575","0.00359614274748092","0.855888901347087","0.892217268613602","0.873675604970569","6455","8997","53434","0.56984540717495"
"821","moran","knnkimono_moran","0.1","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_moran_experiment_noise_0_missing_0.1_iteration_3.csv","0.346428511417811","0.357112545077043","0.158399915802257","10648","7295","7932","57982","36185","21797","8.66062549874737e-05","0.116331009208202",NA,NA,"0.951486992022685","0.960892216395253","0.956166476409548","2267","2840","55701","0.0859882690462654","0.857570758116961","0.891945022907122","0.874420199908539","6486","8892","53539","0.0723666883710167"
"1123","moran","knnkimono_moran","0.1","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_moran_experiment_noise_0_missing_0.1_iteration_4.csv","0.346852394729652","0.356243212915954","0.15819289213846","10664","7304","7924","57837","36099","21738","8.62762648552119e-05","0.115221322431009",NA,NA,"0.949368818434943","0.959729921083079","0.954521253756977","2332","2964","55577","0.0110006991093456","0.857154298345373","0.892433667428247","0.874438289458634","6450","8918","53513","0.333489117946435"
"1421","moran","knnkimono_moran","0.1","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_moran_experiment_noise_0_missing_0.1_iteration_5.csv","0.345849484076226","0.357291941445202","0.158820003717702","10644","7303","7923","57903","36169","21734","8.65216904243068e-05","0.115474536644868",NA,NA,"0.950752464085","0.960415516289343","0.955559561518718","2294","2883","55658","0.123900738650571","0.858579872178886","0.893098737045553","0.875499187416802","6416","8829","53602","0.0483934214962697"
"321","moran","knnkimono_moran","0.5","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_moran_experiment_noise_0_missing_0.5_iteration_1.csv","0.216836386786408","0.262507277962853","0.143181108000056","8188","3408","4165","37238","27119","10119","0.000149915440573774","0.0992249060004468",NA,NA,"0.591773287097931","0.896140514253195","0.712826263644688","4015","23898","34643","0","0.556982909131681","0.869607622477305","0.679040793610498","5214","27658","34773","0"
"621","moran","knnkimono_moran","0.5","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_moran_experiment_noise_0_missing_0.5_iteration_2.csv","0.214546676463144","0.265089394881194","0.146408654237047","8038","3192","3840","34446","25182","9264","0.000151684467772071","0.0938521652295338",NA,NA,"0.5474966262961","0.895554499986029","0.679550514152444","3738","26490","32051","0","0.515481091124602","0.867907227615966","0.646802866014812","4898","30249","32182","0"
"921","moran","knnkimono_moran","0.5","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_moran_experiment_noise_0_missing_0.5_iteration_3.csv","0.20894299771671","0.260232388014709","0.148190954032518","7977","3201","4013","34487","25038","9449","0.000149455285818771","0.0956927015338558",NA,NA,"0.548641123315283","0.894128782606275","0.680019478732189","3803","26423","32118","0","0.515240825871762","0.866124559088828","0.646118308727528","4972","30264","32167","0"
"1222","moran","knnkimono_moran","0.5","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_moran_experiment_noise_0_missing_0.5_iteration_4.csv","0.218662082380451","0.26799045139584","0.146400068522184","8055","3340","4122","36060","26164","9896","0.000149774607905777","0.105074368534709",NA,NA,"0.576040723595429","0.900021351553326","0.70247580955952","3746","24819","33722","0","0.539123192003972","0.869154293092318","0.665467199177508","5067","28773","33658","0"
"1520","moran","knnkimono_moran","0.5","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_moran_experiment_noise_0_missing_0.5_iteration_5.csv","0.225858541360299","0.271014757658454","0.145944572602028","8230","3425","4148","37277","27156","10121","0.000149275782396795","0.101314320805509",NA,NA,"0.591773287097931","0.894751795030735","0.712386514358568","4075","23898","34643","0","0.555301052361807","0.866678333041674","0.676897844423618","5333","27763","34668","0"
"169","mos","knnkimono_mos","0","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mos_experiment_noise_0_missing_0_iteration_1.csv","0.350668691404984","0.358799832260485","0.159005773082935","10775","7546","8191","58541","36053","22488","8.32897456828193e-05","0.116613730583069",NA,NA,"1","1","1","0","0","58541","1","0.869295702455511","0.896863432046536","0.882864416843578","6241","8160","54271","0.000370272471368928"
"422","mos","knnkimono_mos","0","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mos_experiment_noise_0_missing_0_iteration_2.csv","0.350668691404984","0.358799832260485","0.159005773082935","10775","7546","8191","58541","36053","22488","8.32897456828193e-05","0.116613730583069",NA,NA,"1","1","1","0","0","58541","1","0.869295702455511","0.896863432046536","0.882864416843578","6241","8160","54271","0.000370272471368928"
"722","mos","knnkimono_mos","0","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mos_experiment_noise_0_missing_0_iteration_3.csv","0.350668691404984","0.358799832260485","0.159005773082935","10775","7546","8191","58541","36053","22488","8.32897456828193e-05","0.116613730583069",NA,NA,"1","1","1","0","0","58541","1","0.869295702455511","0.896863432046536","0.882864416843578","6241","8160","54271","0.000370272471368928"
"1022","mos","knnkimono_mos","0","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mos_experiment_noise_0_missing_0_iteration_4.csv","0.350668691404984","0.358799832260485","0.159005773082935","10775","7546","8191","58541","36053","22488","8.32897456828193e-05","0.116613730583069",NA,NA,"1","1","1","0","0","58541","1","0.869295702455511","0.896863432046536","0.882864416843578","6241","8160","54271","0.000370272471368928"
"1322","mos","knnkimono_mos","0","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mos_experiment_noise_0_missing_0_iteration_5.csv","0.350668691404984","0.358799832260485","0.159005773082935","10775","7546","8191","58541","36053","22488","8.32897456828193e-05","0.116613730583069",NA,NA,"1","1","1","0","0","58541","1","0.869295702455511","0.896863432046536","0.882864416843578","6241","8160","54271","0.000370272471368928"
"223","mos","knnkimono_mos","0.1","0","1","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mos_experiment_noise_0_missing_0.1_iteration_1.csv","0.317930563262649","0.337077787460045","0.154724090749634","7851","0","0","31188","31188","0","0.000506049373401254","0.107798192029453",NA,NA,"0.547752856972037","0.92652200294721","0.688480944712829","2543","26475","32066","1.61688684930051e-84","0.487674392529352","0.852136919589129","0.620334148329258","5283","31985","30446","3.76737351703964e-63"
"522","mos","knnkimono_mos","0.1","0","2","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mos_experiment_noise_0_missing_0.1_iteration_2.csv","0.319343924585689","0.337463888258919","0.154692915997077","7857","0","1","31218","31217","1","0.000505634034272522","0.107046033354328",NA,NA,"0.54826531832391","0.926478653696273","0.688873626373626","2547","26445","32096","5.69636729748169e-81","0.488939789527639","0.853225626118068","0.621646114839065","5251","31906","30525","4.84240863714571e-60"
"822","mos","knnkimono_mos","0.1","0","3","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mos_experiment_noise_0_missing_0.1_iteration_3.csv","0.318588693474177","0.335933057675603","0.15399538672235","7862","0","0","30954","30954","0","0.000500847998408885","0.107124159157253",NA,NA,"0.544404776139799","0.928072218986605","0.686254454624735","2470","26671","31870","1.13331149587444e-91","0.484871297912896","0.852896427363913","0.618261286929526","5221","32160","30271","2.05000426083924e-69"
"1124","mos","knnkimono_mos","0.1","0","4","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mos_experiment_noise_0_missing_0.1_iteration_4.csv","0.316699097130464","0.336888065086076","0.154382636001627","7843","0","0","31006","31006","0","0.000504123206241802","0.108057560812904",NA,NA,"0.545361370663296","0.927973491454482","0.686986927752972","2478","26615","31926","1.16374216945088e-84","0.485720235139594","0.853499957780968","0.619109840751327","5205","32107","30324","3.38969860446243e-63"
"1422","mos","knnkimono_mos","0.1","0","5","/Volumes/seagate/230321_prostate_cancer/230330_all_raw_data/","knnkimono_mos_experiment_noise_0_missing_0.1_iteration_5.csv","0.31937322942158","0.338384252836004","0.155809424605158","7860","0","0","31170","31170","0","0.000504599676162595","0.108016151505224",NA,NA,"0.54812866196341","0.928123101842478","0.689219666215607","2485","26453","32088","2.31028879384703e-76","0.487770498630488","0.852949414598622","0.620627108108383","5250","31979","30452","3.95999157301545e-56"
